5496 10
0.238	0.509	-0.134	0.153	-0.159	0.205	0.66	0.962	-0.015	0.165	0.182	0.583	-0.416	0.11	-0.117	0.791	-0.085	0.023	-0.583	0.372
-0.48	-0.167	-0.271	0.114	0.126	0.631	-0.06	0.402	-0.256	-0.224	-0.228	-0.066	-0.0010	0.26	0.247	0.531	0.042	0.284	-0.45	-0.212
-0.293	-0.226	-0.137	-0.013	0.176	0.331	-0.032	0.176	-0.096	0.025	-0.618	-0.19	0.177	0.28	0.255	0.497	0.377	0.392	-0.029	0.128
-0.156	0.019	-0.025	0.397	0.388	0.989	0.084	0.251	-0.375	-0.224	-0.318	-0.06	0.067	0.133	0.155	0.259	-0.479	0.015	-0.612	-0.132
-0.307	-0.15	-0.121	0.301	0.319	0.566	-0.011	0.067	-0.168	-0.04	-0.463	-0.044	0.273	0.515	0.247	0.636	0.266	0.483	-0.2	0.167
-0.762	-0.466	-0.393	-0.385	0.53	0.966	0.051	0.333	-0.377	-0.366	-0.702	-0.308	-0.398	-0.035	0.045	0.232	-0.055	0.144	-0.795	-0.198
-0.031	0.654	-0.564	0.808	-0.465	0.619	-0.437	0.482	-0.228	0.489	0.0030	0.56	-0.272	0.331	0.59	2.141	-0.593	0.522	0.125	0.914
0.053	0.328	-0.389	-0.055	-1.592	-0.861	-0.58	-0.309	0.18	0.325	0.354	0.481	-1.056	-0.7	-1.085	-0.827	-0.65	-0.301	-0.119	0.253
0.017	0.087	-0.099	0.151	0.089	0.217	-0.203	-0.122	-0.035	0.085	0.104	0.541	0.172	0.362	-0.278	0.307	-0.074	0.211	-0.493	0.496
-0.405	-0.153	-0.3	-0.141	-0.191	0.237	0.018	0.387	-0.195	0.047	-0.133	0.111	-0.15	-0.13	-0.238	0.064	-0.222	0.212	-0.406	-0.029
0.151	0.496	0.0050	0.483	0.212	0.46	0.168	0.462	0.156	0.311	-0.255	0.455	0.351	0.702	0.2	0.567	0.087	0.245	-0.272	-0.044
-0.047	0.198	-0.293	0.025	-0.412	-0.201	-0.703	-0.45	0.206	0.299	-0.023	0.332	-0.455	0.01	-0.824	0.012	-1.078	-0.389	-0.161	0.026
-0.068	0.018	-0.068	0.116	-0.375	0.065	0.028	0.403	-0.019	0.064	-0.148	0.281	-0.882	-0.599	-0.841	-0.21	-0.868	-0.107	-0.092	0.206
0.371	0.669	-0.223	0.08	-2.174	-1.639	-1.071	-0.738	0.291	0.33	0.391	0.653	-1.434	-0.364	-1.922	-1.101	-1.311	-0.695	-0.419	0.091
-0.126	0.228	-0.31	-0.015	-0.31	-0.239	-0.154	-0.0050	-0.136	-0.034	-0.048	0.143	-0.121	-0.079	-0.407	-0.151	-0.352	0.216	-0.318	-0.197
-0.3	-0.085	0.052	0.276	0.077	0.351	0.026	0.299	-0.64	-0.391	-0.217	0.0030	-0.172	0.366	0.11	0.393	0.09	0.199	-0.332	-0.141
-1.965	-1.226	-0.914	-0.649	0.206	0.511	-0.117	-0.078	0.283	0.467	-1.746	-1.422	-0.441	0.23	0.066	0.179	0.0060	0.377	0.149	0.406
-0.209	-0.105	-0.501	-0.092	-0.57	-0.227	-0.231	-0.042	0.11	0.256	-0.037	0.162	-0.448	0.135	-0.363	-0.091	-0.416	0.289	-0.177	0.274
-0.191	0.362	-0.158	0.375	0.344	0.426	0.262	0.588	-0.188	0.064	-0.075	0.082	0.025	0.294	0.466	0.625	0.245	0.604	0.171	0.535
-0.467	-0.137	-0.346	0.028	0.32	0.408	-0.298	0.045	-0.332	-0.273	-0.487	-0.096	-0.106	0.483	-0.253	0.434	-0.29	0.349	-0.556	-0.045
-0.204	0.139	-0.221	-0.014	0.049	0.1	-0.251	-0.062	-0.135	0.098	-0.078	-0.039	-0.098	0.096	-0.308	0.167	-0.095	0.064	-0.108	0.204
-0.087	0.267	0.138	0.349	-0.142	0.344	-0.301	-0.123	0.038	0.222	0.067	0.273	-0.191	0.227	-0.452	-0.066	-0.043	0.068	-0.361	0.232
-0.541	0.113	0.092	0.681	0.668	1.191	-0.037	0.173	-0.502	-0.242	-0.948	-0.424	-0.342	-0.269	-0.487	-0.213	-0.208	-0.108	-0.519	0.148
-0.403	-0.202	-0.314	-0.033	-0.329	0.161	-0.489	0.644	-0.302	-0.042	-0.304	-0.041	-0.518	0.078	-0.766	-0.558	-0.84	-0.168	-0.746	0.015
0.228	0.397	0.02	0.332	-0.419	-0.355	-0.308	-0.031	0.0020	0.133	0.202	0.461	-0.808	-0.508	-1.131	-0.788	-0.897	-0.333	-0.31	-0.206
0.34	0.715	0.112	0.267	-0.787	-0.711	-0.871	-0.481	0.19	0.419	0.648	0.788	-0.812	-0.286	-0.901	-0.802	-0.656	0.108	0.226	0.425
-0.218	0.196	-0.554	0.102	-0.74	0.12	-0.192	0.228	-0.146	0.191	0.042	0.288	-0.345	0.443	-0.27	0.052	-0.014	0.284	-0.153	0.4
-0.251	-0.0070	-0.428	-0.108	-0.651	-0.345	0.046	0.241	-0.056	0.134	-0.452	-0.11	-0.19	-0.052	0.518	0.738	1.039	1.413	0.722	0.916
0.211	0.469	0.3	0.406	0.746	0.955	0.619	0.997	-1.177	-0.982	0.407	0.523	0.758	0.97	0.984	1.112	-0.209	0.84	-0.1	0.465
-0.382	-0.312	-0.032	0.126	-0.279	0.288	0.086	0.538	-0.357	-0.236	-0.679	-0.078	-0.736	-0.555	-0.742	-0.321	-0.694	-4.71E-4	0.067	0.465
-0.145	-0.0070	-0.518	-0.389	-0.205	-0.017	-0.105	0.068	-0.012	0.062	-0.325	0.084	-0.598	-0.25	-0.355	0.116	-0.233	0.37	-0.203	0.017
0.221	0.53	0.112	0.47	0.0090	0.405	0.017	0.229	0.22	0.373	0.186	0.215	0.089	0.16	0.325	0.624	0.192	0.318	-0.088	-0.0030
0.084	0.126	-0.091	0.097	-0.365	0.158	-0.115	0.193	-0.0030	0.053	0.01	0.3	-0.115	0.033	-0.199	0.023	-0.412	0.064	-0.295	0.0080
0.95	1.473	0.509	0.792	0.048	0.385	-0.197	-0.136	-1.715	-1.561	0.195	1.573	-0.577	0.561	-0.891	0.083	-0.846	-0.293	-0.883	0.875
3.5E-4	0.239	-0.105	0.158	0.055	0.392	-0.043	0.248	-0.287	-0.212	0.081	0.271	-0.09	0.031	0.08	0.376	0.305	0.592	-0.287	0.249
0.36	0.815	0.364	0.425	0.221	0.558	0.075	0.325	-0.705	-0.337	0.491	0.806	0.478	0.708	0.349	0.669	-0.023	0.054	-0.439	0.089
0.25	0.526	0.0020	0.457	0.03	0.375	-0.082	0.595	-0.0080	0.365	-0.354	0.321	0.072	0.399	-0.04	0.587	-0.114	0.11	-0.485	-0.175
-0.178	0.065	-0.116	0.011	0.274	0.427	-0.029	0.184	-0.318	-0.138	0.189	0.496	0.583	1.34	0.937	1.252	0.807	1.571	-0.161	0.715
0.508	0.795	0.574	0.995	0.65	1.079	0.471	0.902	-0.562	-0.426	0.625	0.973	1.129	1.347	1.06	1.656	1.238	1.459	0.062	0.923
0.063	0.21	0.042	0.417	0.153	0.374	-0.191	-0.121	-0.389	-0.188	0.053	0.32	0.02	0.251	-0.149	0.136	-0.316	-0.0030	-0.194	-0.097
0.452	0.534	0.083	0.64	-0.18	0.525	-0.344	0.331	0.071	0.407	-0.011	0.12	-0.0010	0.382	-0.064	0.3	-0.711	0.19	0.255	0.671
-0.348	0.478	-0.162	0.096	0.207	0.503	-0.092	0.158	-0.328	-0.122	0.576	1.569	1.126	2.002	1.326	2.126	1.55	2.427	0.431	2.584
-0.571	-0.216	-0.293	0.038	0.212	0.309	-0.484	0.194	-0.221	0.133	-0.554	0.05	0.234	0.552	0.411	0.582	0.125	0.569	-0.023	0.716
-0.037	0.051	-0.092	0.184	0.217	0.357	-0.033	0.126	-0.243	-0.106	-0.288	-0.079	0.019	0.16	-0.02	0.173	-0.037	0.307	-0.554	0.146
0.019	0.081	-0.307	-0.073	-0.275	-0.085	-0.122	0.0040	0.123	0.139	-0.176	0.407	-0.205	0.12	-0.195	0.151	0.07	0.205	0.151	0.2
0.264	0.993	-0.151	0.291	-1.914	-1.645	-1.072	-0.699	0.345	0.564	0.237	0.671	-1.364	-0.53	-1.433	-0.791	-0.809	-0.164	-0.05	0.301
-0.528	0.187	-0.171	0.054	0.854	0.99	0.848	1.17	-0.926	-0.838	-2.089	-1.276	-1.724	-0.672	-1.198	-0.851	-0.994	-0.657	-1.015	0.3
-0.592	1.126	1.068	1.342	1.685	2.042	-0.338	0.025	-0.734	-0.532	-1.017	-0.232	-0.133	-0.021	-0.248	0.117	-0.364	0.118	-0.723	-0.1
-0.979	1.388	-0.905	-0.657	-0.038	0.099	0.595	1.167	-0.613	-0.432	-0.512	-0.096	0.481	1.26	1.479	2.36	2.741	3.371	1.24	2.816
-0.107	-4.06E-4	0.165	0.473	0.367	1.103	0.079	0.38	-0.092	0.14	-0.283	-0.144	0.377	0.674	0.482	0.619	0.271	0.781	0.026	0.676
-0.336	-0.201	-0.879	-0.4	-0.06	0.448	0.147	0.299	-0.25	0.202	-0.347	-0.063	-0.05	0.738	0.055	0.816	-0.411	0.353	-0.281	-0.029
-0.759	-0.088	-0.127	0.068	-0.234	0.27	-0.573	-0.229	0.126	0.748	-0.514	0.0050	0.228	0.603	-0.048	0.522	-0.093	0.375	0.339	1.195
-0.402	-0.056	-0.19	-0.08	0.262	0.558	-0.184	0.019	-0.479	-0.211	-0.638	-0.135	0.321	0.466	0.07	0.649	0.087	0.548	-0.677	0.276
-0.331	-0.032	-0.323	0.223	-0.184	-0.082	1.188	1.374	-0.672	-0.393	0.022	0.158	0.056	0.873	0.743	1.454	0.336	1.159	0.133	0.848
-1.549	-1.465	-2.141	-1.861	-2.121	-1.881	-1.439	-1.151	1.188	1.498	-1.363	-0.832	-1.078	-0.49	-1.103	-0.878	-1.339	-0.513	1.956	3.067
-0.175	0.15	-0.024	0.218	-0.442	-0.051	-0.501	-0.338	0.015	0.19	0.079	0.424	-0.329	0.089	-0.661	-0.106	-0.886	-0.117	-0.077	0.051
-0.132	-0.054	-0.511	-0.187	-0.326	-0.182	-0.226	-0.166	-0.041	0.117	-0.222	0.277	-0.748	-0.01	-0.599	-0.206	-0.158	-0.031	-0.146	-0.125
-0.084	0.105	-0.252	-0.166	-0.406	-0.07	-0.08	0.136	-0.144	0.024	-0.099	0.256	-0.462	0.132	-0.342	0.242	-0.748	0.125	-0.349	-0.212
-0.202	0.015	-0.395	0.0010	-0.536	-0.408	0.153	0.293	-0.1	0.125	0.161	0.461	-0.918	-0.097	-0.95	-0.666	-1.031	-0.593	-0.138	0.369
-0.073	-0.0060	-0.568	-0.253	-1.031	-0.783	-0.313	-0.167	-0.11	0.299	0.224	0.412	-0.925	-0.8	-0.813	-0.132	-0.504	-0.334	-0.204	0.097
-0.132	0.029	-0.398	-0.0080	-0.279	-0.036	-0.455	-0.141	-0.132	0.039	-0.098	0.112	-0.533	-0.246	-0.464	-0.156	-0.449	-0.099	-0.152	0.108
0.557	0.884	0.478	0.672	-0.347	-0.195	-1.059	-0.975	-2.32	-2.118	0.275	1.594	-0.094	0.623	-0.911	0.333	-1.129	-0.114	-0.718	0.755
-0.058	0.076	-0.335	-0.296	-0.36	-0.138	0.234	0.477	-0.208	-0.165	0.12	0.485	-0.493	-0.165	-0.529	-0.225	-0.111	0.152	-0.627	-0.26
-0.47	-0.456	-0.429	-0.339	-0.402	0.336	-0.33	-0.261	-0.389	0.196	-0.291	-0.092	-0.13	0.119	-0.27	-0.07	-0.388	-0.088	-0.029	0.285
-4.26	-2.877	-4.144	-3.859	-3.637	-3.463	-3.93	-3.411	1.753	1.973	-4.208	-3.456	-3.955	-3.485	-3.55	-3.266	-3.754	-3.366	0.764	1.943
-0.824	-0.31	-0.235	-0.125	0.048	0.548	-0.518	-0.04	-0.315	0.122	-0.94	-0.055	-0.455	0.482	-0.097	0.915	0.074	0.994	0.039	0.12
-0.413	-0.209	-0.183	0.301	0.198	0.476	-0.193	0.189	-0.155	-0.069	-0.381	-0.0020	0.084	0.461	0.192	0.547	0.197	0.497	0.135	0.461
-1.663	-0.921	-1.701	-1.027	-1.03	-0.73	-0.97	-0.67	0.408	0.6	-0.955	-0.571	-0.502	0.28	0.44	0.747	0.783	1.564	0.234	0.682
-1.361	-0.874	-1.495	-1.351	-1.102	-0.706	-0.669	-0.408	0.386	0.664	-0.977	-0.815	-0.61	-0.174	-0.033	0.319	0.231	1.65	0.129	0.575
-0.992	-0.641	-1.218	-0.825	-0.81	0.081	-1.147	-0.644	0.236	0.493	-0.821	-0.149	-0.603	0.085	-0.286	0.607	-0.04	0.974	0.14	0.667
-0.912	-0.486	-1.157	-0.699	-1.82	-0.038	-1.635	-0.226	-0.083	0.255	-0.442	0.013	-0.281	-0.045	0.0040	0.102	-0.036	0.019	-0.397	0.086
-0.338	0.528	0.14	0.23	0.946	1.286	-0.102	0.173	-0.715	-0.453	1.281	2.386	2.017	2.399	2.376	3.171	2.938	3.391	0.888	1.766
-0.794	0.128	-0.909	-0.095	-0.69	0.483	-0.724	0.162	-0.337	-0.078	-0.571	0.242	-0.498	0.397	-0.562	0.425	-0.67	0.062	-0.718	-0.181
-0.201	-0.05	0.146	0.303	0.524	0.781	-0.087	0.115	-0.352	-0.065	-0.577	-0.353	-0.061	0.251	0.096	0.368	0.247	0.722	-0.083	0.081
-0.373	1.291	-0.489	0.042	-1.925	0.988	-0.245	0.102	0.084	0.216	-0.168	0.07	0.019	0.756	0.026	0.328	0.236	0.822	0.101	1.647
-0.104	0.106	-0.273	0.225	-0.16	0.311	-0.41	0.182	0.017	0.27	0.135	0.422	0.651	0.924	0.816	0.917	0.446	0.659	-0.394	0.394
-0.197	-0.061	-0.079	-0.038	-0.062	0.072	0.17	0.243	0.524	0.659	0.081	0.398	0.165	0.215	0.147	0.598	0.494	0.622	0.849	1.17
0.212	0.506	0.063	0.211	-0.399	0.02	-0.473	-0.402	-0.321	-0.138	0.412	0.763	0.33	0.649	0.092	1.474	0.738	2.368	0.279	0.749
-0.318	-0.194	-0.45	-0.206	-0.284	0.062	0.249	0.433	-0.134	0.0050	-0.471	-0.193	-1.149	-1.045	-1.159	-0.513	-0.64	0.086	-0.381	-0.092
-0.438	-0.069	-0.037	0.175	-0.265	0.228	-0.855	-0.644	-0.211	-0.157	-0.07	0.196	0.152	0.481	0.261	0.315	-0.396	0.335	-0.558	-0.139
-0.098	0.125	0.128	0.318	-0.236	0.074	-0.811	-0.578	-0.246	0.047	-0.011	0.282	0.576	0.668	0.355	0.546	-0.388	0.382	-0.846	-0.283
0.097	0.302	0.321	0.531	-0.41	-0.22	-1.195	-0.884	0.028	0.183	0.246	0.434	-0.301	-0.207	-1.127	-0.761	-1.15	-0.217	-0.209	-0.0060
-0.112	-0.014	-0.221	0.115	-0.21	0.123	-0.308	-0.056	-0.253	0.02	-0.56	0.161	-0.34	0.225	0.017	0.131	0.035	0.276	-0.429	-0.12
-0.193	-0.0070	-0.1	0.194	0.028	0.669	-0.316	0.066	-0.316	-0.114	-0.083	0.06	0.279	0.484	0.194	0.763	-0.042	0.698	-0.344	0.092
-0.428	0.0070	-0.58	-0.191	0.0080	0.227	-0.14	0.199	-0.12	0.047	-0.355	-0.0020	-0.231	0.13	-0.044	0.221	-0.261	0.089	-0.381	-0.066
0.063	0.475	-0.012	0.362	-0.408	-0.012	0.161	0.263	-0.113	0.078	-0.256	0.265	-0.09	0.168	-0.26	0.133	-0.445	-0.231	-0.316	-0.161
0.13	0.304	-0.08	0.474	-0.894	-0.632	-0.416	-0.15	0.176	0.278	0.308	0.522	-0.552	0.0030	-0.651	-0.408	-0.509	-0.2	0.018	0.581
-0.264	0.011	-0.465	-0.297	-0.453	-0.033	-0.26	-0.055	-0.344	-0.1	-0.018	0.1	-0.441	-0.103	-0.625	-0.19	-0.47	-0.104	-0.091	-0.011
-2.066	-0.486	-0.336	-0.24	-4.045	-1.726	-0.54	0.432	-1.192	-0.935	-2.83	-0.862	-1.807	-0.858	-2.114	-1.694	-2.862	-0.986	-3.808	-2.367
-0.189	0.246	-0.744	-0.4	-0.096	0.065	-0.566	-0.316	-0.012	0.066	0.343	0.476	-0.0080	0.572	-0.371	0.109	-0.733	-0.168	-0.537	0.063
-0.043	0.147	-0.505	-0.431	-0.642	-0.117	-0.572	-0.447	-0.0020	0.125	-0.237	0.117	-0.551	0.295	-0.198	0.167	-0.456	0.132	-0.068	0.326
-0.593	0.098	0.638	1.172	1.524	1.805	-0.407	-0.273	-2.379	-2.225	0.171	0.598	1.506	1.726	1.384	1.832	0.908	1.903	-1.486	-0.485
-0.101	0.064	-0.096	0.1	-0.02	0.252	-0.292	-0.152	-0.208	-0.173	-0.374	0.075	-0.474	0.435	-0.132	0.464	0.284	0.478	-0.377	0.555
-0.141	0.221	-0.298	0.269	0.111	0.249	-0.201	-0.068	0.279	0.39	-0.44	-0.034	0.165	0.287	0.405	0.686	0.291	0.508	-0.331	0.352
0.092	0.38	-0.335	-0.104	-0.856	-0.331	-0.552	-0.334	0.194	0.37	0.199	0.448	-0.262	0.335	-0.053	0.312	0.36	0.651	0.158	0.263
0.012	0.265	0.0030	0.205	-0.115	0.434	-0.221	0.114	-0.334	-0.177	-0.249	0.22	-0.075	0.279	0.185	0.255	-0.013	0.131	-0.115	0.466
0.12	0.32	0.118	0.416	-0.477	-0.155	-0.54	-0.383	0.127	0.181	0.139	0.335	0.297	0.572	-0.071	0.168	0.152	0.376	-0.114	0.389
0.096	0.428	0.374	0.47	0.261	0.521	0.044	0.286	-0.331	-0.224	0.583	0.63	0.752	0.984	0.525	0.879	0.24	0.438	-0.052	0.128
-1.793	-0.971	-1.2	0.099	-0.885	-0.738	-1.771	-0.369	-1.29	-0.125	-0.541	-0.216	-1.732	0.863	-2.053	0.396	-1.267	-0.732	-3.269	-0.887
-0.167	0.125	-0.306	-0.112	-0.483	-0.349	0.161	0.202	0.155	0.357	0.03	0.286	-0.713	-0.379	-0.674	0.15	-0.498	0.0080	-0.28	0.349
0.0010	0.274	-0.316	-0.022	-1.077	-0.836	-0.576	-0.365	0.08	0.327	0.163	0.79	-1.114	-0.687	-1.544	-0.665	-0.995	-0.419	-0.28	0.439
-1.236	-0.745	-2.569	-0.172	-2.299	1.068	-0.07	0.391	-0.733	-0.435	-0.105	1.735	-1.222	0.842	-0.248	1.468	-0.563	1.251	-0.528	2.146
-0.01	0.258	0.019	0.23	-0.118	0.494	-0.041	0.109	-0.234	-0.191	0.209	0.309	-0.097	0.267	-0.044	-9.23E-4	-0.195	0.157	-0.331	0.16
-0.345	0.0050	-1.789	0.403	-2.378	-1.441	-1.144	0.083	-0.985	-0.666	-1.802	0.157	-2.811	-0.36	-1.976	-1.102	-2.543	-2.008	-2.632	-1.577
0.361	0.778	-0.029	0.5	-1.788	-1.089	-0.973	-0.759	0.22	0.432	0.364	0.44	-1.338	-0.617	-1.051	-0.873	-0.856	-0.332	-0.262	0.695
-0.332	-0.162	0.875	1.03	1.178	1.457	-0.685	-0.289	-0.876	-0.78	-0.332	-0.184	0.508	0.666	0.132	0.389	-0.69	-0.018	-0.66	-0.376
-0.505	-0.382	-0.405	-0.3	-0.404	-0.292	0.259	0.443	-0.968	-0.752	-0.527	-0.075	-0.748	-0.01	-0.34	0.456	-0.307	-0.038	-0.273	-0.104
0.635	0.918	0.821	0.991	0.8	1.4	0.25	0.372	-1.64	-1.503	1.269	1.875	1.155	1.61	0.813	1.247	-0.468	0.073	-1.041	-0.657
0.231	0.468	-0.077	0.0030	-1.421	0.195	-0.33	-0.092	-0.456	-0.312	0.087	0.602	-0.435	-0.213	-0.543	-0.115	-1.091	-0.994	-1.057	-0.298
-0.145	-0.0030	-0.218	-0.052	0.027	0.335	-0.027	0.163	-0.082	0.135	-0.246	0.013	-0.169	0.204	-0.013	0.017	-0.123	0.146	-0.343	-0.153
-0.097	0.07	0.423	0.72	0.211	0.394	-0.0090	0.084	0.344	0.62	-0.177	0.329	0.216	1.103	0.188	1.107	0.032	1.168	0.058	0.2
-0.24	-0.033	-0.308	0.018	-0.498	-0.162	-0.139	0.137	-0.226	-0.107	-0.266	0.247	-0.77	-0.0040	-0.553	-0.161	-0.681	-0.041	-0.221	0.102
0.253	0.452	-0.693	-0.387	-1.41	-1.087	0.249	0.587	0.198	0.553	0.653	0.67	-1.025	-0.635	-0.903	-0.305	-0.697	-0.183	-0.093	0.363
-0.126	0.203	-0.304	0.153	-0.414	-0.048	-0.075	-0.0050	0.041	0.216	-0.166	0.077	-0.288	0.124	0.058	0.272	0.199	0.557	-0.184	0.238
-0.226	-0.13	-0.0060	0.18	0.322	0.53	-0.217	-0.185	-0.377	-0.033	-0.348	-0.0020	-0.287	0.164	-0.157	0.143	-0.152	0.205	-0.591	-0.024
-0.076	0.347	0.173	0.562	0.576	0.659	0.188	0.395	-0.582	-0.485	-0.199	-0.037	0.023	0.66	0.0040	0.392	-0.78	-0.499	-1.053	-0.897
0.253	0.545	-0.035	0.178	-1.384	-1.154	-1.044	-0.756	0.347	0.472	0.485	0.69	-1.404	-0.772	-1.189	-1.17	-0.701	-0.52	-0.294	0.057
-0.306	0.202	-0.178	0.34	-0.155	0.225	-0.629	-0.118	0.177	0.23	-0.059	0.114	-0.104	0.311	-0.205	-0.099	-0.556	-0.138	-0.065	0.359
-0.34	-0.134	-0.071	0.056	0.121	0.231	0.092	0.254	-0.142	-0.066	-0.325	0.068	-0.148	0.34	-0.043	0.459	-0.367	0.036	-0.298	-0.183
0.201	0.488	-0.157	0.274	-1.746	-1.588	-0.896	-0.604	0.096	0.209	-1.146	-0.208	-2.258	-1.154	-2.202	-1.9	-1.964	-1.337	-0.759	-0.203
1.01	1.148	0.012	0.106	-0.437	-0.14	-0.941	-0.65	-1.027	-0.879	2.527	2.693	0.622	1.5	0.583	1.009	-0.33	0.484	-0.547	0.417
0.097	0.335	-0.398	0.623	-0.227	0.844	-0.611	-0.323	-1.405	-0.876	-0.26	0.525	-0.301	0.73	-0.589	-0.099	-0.907	-0.307	-1.706	-1.329
0.543	0.994	0.823	1.121	1.0	1.243	0.219	0.684	-1.627	-1.566	1.046	1.512	1.171	1.633	1.188	1.631	0.485	1.086	-1.401	-0.396
-0.299	-0.08	-0.378	-0.035	-0.19	0.217	-0.3	-0.017	-0.335	-0.205	-0.076	-0.0090	-0.247	-0.192	-0.36	-0.071	-0.395	-0.25	-0.549	-0.451
-0.204	0.312	-0.334	0.197	0.201	0.597	0.078	0.634	0.158	0.338	-0.351	0.475	-0.215	0.017	0.177	0.476	-0.31	0.095	-0.313	0.259
-1.321	0.842	-1.389	-0.912	0.297	0.597	0.249	0.375	-0.625	-0.239	-1.01	0.375	1.028	1.087	2.324	2.59	2.741	3.086	2.473	3.193
